GUID,Level,Book,GrammarPoint,CleanGrammarPoint,Connection,MeaningCN,ExplanationCN,ExampleJP,ExampleCN,SimilarGrammar,FunctionCategory,SourceBatch,SourcePageImage,SourceType,Confidence,ReviewStatus,NoiseReason,Tags
9463626be664958f,N2,日语蓝宝书_N2,～ うちは ～ ( よ ) うではないか / ( よ ) うじゃないか,～(よ)うではないか/(よ)うじゃないか,普通形 + か,让我们...吧,表示号召、提议大家一起做某事，书面或演说语气较强。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,劝诱,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,60,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
782a5d2e785765f4,N2,日语蓝宝书_N2,～ 得る,～ 得る,接续：～ 得る。按原书条目和句中词形使用。,可能...,表示理论上或实际上可能发生。读作「うる」或「える」。,この文では（得る）の使い方を確認します。,这句话用于确认“～ 得る”的用法。,同类或相近表达请结合原书相似语法页复习。,可能,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
3b1c0e899e7b2d5c,N2,日语蓝宝书_N2,～ 得ない,～ 得ない,接续：～ 得ない。按原书条目和句中词形使用。,不可能...,表示没有发生的可能。读作「えない」。,この文では（得ない）の使い方を確認します。,这句话用于确认“～ 得ない”的用法。,同类或相近表达请结合原书相似语法页复习。,可能/否定,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
1dd2232fdd4994c0,N2,日语蓝宝书_N2,～ おかげで / おかげだ,～ おかげで/おかげだ,普通形 + か,多亏；幸亏,表示由于前项原因而得到好的结果，有时也可反讽。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,原因,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
f5afb1fd72d8c0cd,N2,日语蓝宝书_N2,～ 恐れがある,～ 恐れがある,名詞 + が / 普通形 + が,有...的恐怕/可能,表示可能发生不好的事情，语气较正式。,値段は高い（が）、品質はいい。,价格高，但是质量好。,同类或相近表达请结合原书相似语法页复习。,可能/担心,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
2098fb577c524ab7,N2,日语蓝宝书_N2,～ 甲斐がある / 甲斐がない / 甲斐もなく . ～ がきっかけで / がきっかけになって / をきっかけに ( して ) / をきっかけとして,～ 甲斐がある/甲斐がない/甲斐もなく .,名詞 + が / 普通形 + が,值得；有无效果,表示付出的努力、行为是否有价值或相应结果。,値段は高い（が）、品質はいい。,价格高，但是质量好。,同类或相近表达请结合原书相似语法页复习。,价值,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,60,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
b6240af2ce84107d,N2,日语蓝宝书_N2,～ 甲斐がある / 甲斐がない / 甲斐もなく . ～ がきっかけで / がきっかけになって / をきっかけに ( して ) / をきっかけとして,～ がきっかけで/がきっかけになって/をきっかけに(して)/をきっかけとして,名詞 + として,以...为契机,表示某事成为后项行为、变化或认识的起点。,彼は代表（として）、会議に出た。,他作为代表出席了会议。,同类或相近表达请结合原书相似语法页复习。,契机,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,60,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
3e18153382ad3e18,N2,日语蓝宝书_N2,～ が契機で / が契機になって / を契機に ( して ) / を契機として,～ が契機で/が契機になって/を契機に(して)/を契機として,名詞 + として,以...为契机,表示某事成为后项变化或行动的起点。,彼は代表（として）、会議に出た。,他作为代表出席了会议。,同类或相近表达请结合原书相似语法页复习。,契机,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,60,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
4c98598a5156a5fd,N2,日语蓝宝书_N2,～ 限り ( は ) / 限りでは / ない限り,～ 限り(は)/限りでは/ない限り,接续：～ 限り(は)/限りでは/ない限り。按原书条目和句中词形使用。,只要；据...范围,可表示条件范围、持续范围或根据某信息判断。,この文では（限り(は)）の使い方を確認します。,这句话用于确认“～ 限り(は)/限りでは/ない限り”的用法。,同类或相近表达请结合原书相似语法页复习。,范围/条件,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
6453b38ce034be71,N2,日语蓝宝书_N2,～ かけだ / かけの / かける,～ かけだ/かけの/かける,普通形 + か,刚做到一半；快要...,表示动作开始后尚未完成的状态。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,阶段,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
329414f174fbf7b7,N2,日语蓝宝书_N2,～ がたい,～ がたい,人を表す名詞 + がた,难以...,表示从心理或事实角度很难做到。,先生（がた）に相談します。,向各位老师商量。,同类或相近表达请结合原书相似语法页复习。,困难,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
d4b24647692289c7,N2,日语蓝宝书_N2,～ がちだ / がちの / がちな,～ がちだ/がちの/がちな,名詞 + が / 普通形 + が,容易...；常常...,表示容易出现某种倾向，多用于不好的情况。,値段は高い（が）、品質はいい。,价格高，但是质量好。,同类或相近表达请结合原书相似语法页复习。,倾向,batch_01,日语蓝宝书_N2__part_01-11.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
84dfa8ca1918022f,N2,日语蓝宝书_N2,～ かというと / かといえば,～ かというと/かといえば,名詞 + という,要说是否...的话,用于提出并回答一个判断，常接否定或补充说明。,田中さん（という）人から電話がありました。,有个叫田中的人打来了电话。,同类或相近表达请结合原书相似语法页复习。,说明,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
b38c38c932b049a7,N2,日语蓝宝书_N2,～ かと思えば ～ か ～ ないかのうちに ～ か何か ～ かねない ～ かねる . ～ かのようだ / かのような / かのように ～ からいいようなものの,～ かと思えば,普通形 + か,刚以为...却；有时...有时...,表示前后情况快速变化，或列举对比性情况。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,变化/对比,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
ac5bbdd66bb77b3d,N2,日语蓝宝书_N2,～ かと思えば ～ か ～ ないかのうちに ～ か何か ～ かねない ～ かねる . ～ かのようだ / かのような / かのように ～ からいいようなものの,～ か,普通形 + か,是否；或者；疑问,表示疑问、不确定或选择。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,疑问/选择,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_completed,,jp_grammar N2 日语蓝宝书_N2 batch_01 kept_needs_explanation auto_completed
dc5d8b4d80a88240,N2,日语蓝宝书_N2,～ かと思えば ～ か ～ ないかのうちに ～ か何か ～ かねない ～ かねる . ～ かのようだ / かのような / かのように ～ からいいようなものの,～ ないかのうちに,普通形 + か,刚...就...,表示前项刚发生或尚未完全结束时，后项紧接着发生。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,时间,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
8beffae229c1db4a,N2,日语蓝宝书_N2,～ かと思えば ～ か ～ ないかのうちに ～ か何か ～ かねない ～ かねる . ～ かのようだ / かのような / かのように ～ からいいようなものの,～ か何か,普通形 + か,...之类的,表示不确定地举出一个例子。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,举例,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
81a8bdb6a344d80d,N2,日语蓝宝书_N2,～ かと思えば ～ か ～ ないかのうちに ～ か何か ～ かねない ～ かねる . ～ かのようだ / かのような / かのように ～ からいいようなものの,～ かねない,普通形 + か,很可能会...,表示有可能发生不好的事情。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,可能/担心,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
27bd8860521a7fed,N2,日语蓝宝书_N2,～ かと思えば ～ か ～ ないかのうちに ～ か何か ～ かねない ～ かねる . ～ かのようだ / かのような / かのように ～ からいいようなものの,～ かねる .,普通形 + か,难以；不能,表示由于心理、立场或情况而难以做某事，语气委婉。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,困难/委婉,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
9a922da5fcd5e102,N2,日语蓝宝书_N2,～ かと思えば ～ か ～ ないかのうちに ～ か何か ～ かねない ～ かねる . ～ かのようだ / かのような / かのように ～ からいいようなものの,～ かのようだ/かのような/かのように,普通形 + か,好像...一样,表示实际上不是那样，但看起来像那样。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,比喻/样态,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,65,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
4052c355ad729836,N2,日语蓝宝书_N2,～ かと思えば ～ か ～ ないかのうちに ～ か何か ～ かねない ～ かねる . ～ かのようだ / かのような / かのように ～ からいいようなものの,～ からいいようなものの,普通形 + からいいようなものの,幸亏...否则,表示由于有前项这种有利条件，才没有出现更糟糕的结果。,今回は友人が助けてくれた（からいいようなものの）、一人では無理だった。,这次幸亏朋友帮忙，否则一个人是不行的。,同类或相近表达请结合原书相似语法页复习。,评价/转折,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,65,auto_completed,,jp_grammar N2 日语蓝宝书_N2 batch_01 kept_needs_explanation auto_completed
712a16d56cd40d77,N2,日语蓝宝书_N2,～ からいうと / からいえば / からいったら / からいって,～ からいうと/からいえば/からいったら/からいって,普通形 + か,从...来说,表示从某个立场、角度或依据来判断。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,立场/判断,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,60,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
5986e96430a42cb3,N2,日语蓝宝书_N2,～ からこそ ～ からして,～ からこそ,普通形 + か,正是；才是,强调某人、某事、某时机正是重点。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,强调,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
6174f596d0cd9943,N2,日语蓝宝书_N2,～ からこそ ～ からして,～ からして,普通形 + か,单从...来看,举出一个代表性例子，暗示其他方面也同样如此。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,举例/判断,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
d04815fd0ba8c457,N2,日语蓝宝书_N2,～ からすると / からすれば,～ からすると/からすれば,普通形 + か,从...来看,表示以某信息、立场或情况为依据进行判断。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,判断,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
41705b2e58a863e6,N2,日语蓝宝书_N2,～ からといって ～ からには,～ からといって,普通形 + か,虽说...也不能...,表示不能仅以前项为理由就得出后项结论。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,让步,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
3f11e7f289399671,N2,日语蓝宝书_N2,～ からといって ～ からには,～ からには,普通形 + か,既然...就,表示既然前项已经成立，后项就是应有的态度、责任或判断。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,条件/义务,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
3e501f87cc991215,N2,日语蓝宝书_N2,～ から見ると / から見れば / から見て / から見ても,～ から見ると/から見れば/から見て/から見ても,普通形 + か,从...来看,表示从某个角度观察或判断。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,判断,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,60,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
4b65ff3304cddce2,N2,日语蓝宝书_N2,～ 代わりに,～ 代わりに,普通形 / 名詞の + わりに,代替；作为交换,表示替代前项，或用后项作为补偿、交换。,値段の（わりに）、品質がいい。,按价格来说，质量不错。,同类或相近表达请结合原书相似语法页复习。,替代/交换,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
4a20eb449af56fdd,N2,日语蓝宝书_N2,～ 気味,～ 気味,接续：～ 気味。按原书条目和句中词形使用。,有点...,表示稍微带有某种不太好的倾向。,この文では（気味）の使い方を確認します。,这句话用于确认“～ 気味”的用法。,同类或相近表达请结合原书相似语法页复习。,倾向,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
fd1d1ed4d3f30d13,N2,日语蓝宝书_N2,(). ～ きり / きりだ,～ きり/きりだ,接续：～ きり/きりだ。按原书条目和句中词形使用。,自从...以后就一直...,表示某动作后，状态持续不变，常带有之后没有再发生的意思。,この文では（きり）の使い方を確認します。,这句话用于确认“～ きり/きりだ”的用法。,同类或相近表达请结合原书相似语法页复习。,时间/持续,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
c936dea418ac0cc1,N2,日语蓝宝书_N2,～ きる / きれる / きれない ～ くせに / くせして,～ きる/きれる/きれない,接续：～ きる/きれる/きれない。按原书条目和句中词形使用。,完全...；能/不能...完,表示动作彻底完成、可以完全做完或无法完全做完。,この文では（きる）の使い方を確認します。,这句话用于确认“～ きる/きれる/きれない”的用法。,同类或相近表达请结合原书相似语法页复习。,完成,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
6000bdba41251fda,N2,日语蓝宝书_N2,～ きる / きれる / きれない ～ くせに / くせして,～ くせに/くせして,接续：～ くせに/くせして。按原书条目和句中词形使用。,明明...却,表示责备或不满，认为后项与前项不相称。,この文では（くせに）の使い方を確認します。,这句话用于确认“～ くせに/くせして”的用法。,同类或相近表达请结合原书相似语法页复习。,逆接/责备,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,65,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
88df3f77497f92ba,N2,日语蓝宝书_N2,～ くらい / ぐらい,～ くらい/ぐらい,接续：～ くらい/ぐらい。按原书条目和句中词形使用。,大约；程度到...,表示大致数量、程度，或举出极端程度。,この文では（くらい）の使い方を確認します。,这句话用于确认“～ くらい/ぐらい”的用法。,同类或相近表达请结合原书相似语法页复习。,程度,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
4398e185c8e29551,N2,日语蓝宝书_N2,ことからことだ,ことからことだ,名詞 / 普通形 + とか,应该...；最好...,用于提出忠告或说明重要做法。,週末は映画（とか）買い物（とか）をします。,周末看电影啦购物啦。,同类或相近表达请结合原书相似语法页复习。,建议,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,30,needs_manual_review,,jp_grammar N2 日语蓝宝书_N2 batch_01 needs_manual_review auto_completed
ca27a03d1814e8e2,N2,日语蓝宝书_N2,ことだから,ことだから,普通形 + か,应该...；最好...,用于提出忠告或说明重要做法。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,建议,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,30,needs_manual_review,,jp_grammar N2 日语蓝宝书_N2 batch_01 needs_manual_review auto_completed
3d2f59222f987215,N2,日语蓝宝书_N2,ことは ～ が,ことは,接续：ことは。按原书条目和句中词形使用。,表示「ことは」这一语法形式或助词用法,用于练习「ことは」在句中的形式和基本功能；具体语义需结合前后文判断。,この文では（ことは）の使い方を確認します。,这句话用于确认“ことは”的用法。,同类或相近表达请结合原书相似语法页复习。,形式/用法,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,30,auto_completed,,jp_grammar N2 日语蓝宝书_N2 batch_01 kept_needs_explanation auto_completed
7113446c49629288,N2,日语蓝宝书_N2,ことは ～ が,～ が,名詞 + が / 普通形 + が,但是；主语标记,可表示主语，也可连接前后相反或铺垫内容。,値段は高い（が）、品質はいい。,价格高，但是质量好。,同类或相近表达请结合原书相似语法页复习。,助词/逆接,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,50,auto_completed,,jp_grammar N2 日语蓝宝书_N2 batch_01 kept_needs_explanation auto_completed
7ddf78cb2e363f5d,N2,日语蓝宝书_N2,ことはない,ことはない,接续：ことはない。按原书条目和句中词形使用。,没必要...,表示不需要做某事，用于安慰或建议。,この文では（ことはない）の使い方を確認します。,这句话用于确认“ことはない”的用法。,同类或相近表达请结合原书相似语法页复习。,不必要,batch_01,日语蓝宝书_N2__part_01-12.png,toc_or_heading,30,needs_manual_review,,jp_grammar N2 日语蓝宝书_N2 batch_01 needs_manual_review auto_completed
3a1486a52b3be809,N2,日语蓝宝书_N2,～ 際 ( は ) / 際に ( は ),～ 際(は)/際に(は),接续：～ 際(は)/際に(は)。按原书条目和句中词形使用。,在...的时候；借...之际,表示某个特殊时间或场合，语气较正式。,この文では（際(は)）の使い方を確認します。,这句话用于确认“～ 際(は)/際に(は)”的用法。,同类或相近表达请结合原书相似语法页复习。,时间/场合,batch_01,日语蓝宝书_N2__part_01-13.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
122eac802e754b3d,N2,日语蓝宝书_N2,～ 最中 ( に ) / 最中だ,～ 最中(に)/最中だ,接续：～ 最中(に)/最中だ。按原书条目和句中词形使用。,正在...的时候,表示某动作正在进行的中途。,この文では（最中(に)）の使い方を確認します。,这句话用于确认“～ 最中(に)/最中だ”的用法。,同类或相近表达请结合原书相似语法页复习。,时间,batch_01,日语蓝宝书_N2__part_01-13.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
b6ad2bdd96a354bf,N2,日语蓝宝书_N2,～ ざるを得ない,～ ざるを得ない,接续：～ ざるを得ない。按原书条目和句中词形使用。,不得不...,表示虽然不愿意，但由于情况所迫只能这样做。,この文では（ざるを得ない）の使い方を確認します。,这句话用于确认“～ ざるを得ない”的用法。,同类或相近表达请结合原书相似语法页复习。,义务/无奈,batch_01,日语蓝宝书_N2__part_01-13.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
6f1ec321c5325955,N2,日语蓝宝书_N2,～ 次第 / 次第だ / 次第で,～ 次第/次第だ/次第で,接续：～ 次第/次第だ/次第で。按原书条目和句中词形使用。,一...就；取决于,可表示前项一完成就做后项，也可表示事情取决于某条件。,この文では（次第）の使い方を確認します。,这句话用于确认“～ 次第/次第だ/次第で”的用法。,同类或相近表达请结合原书相似语法页复习。,时间/条件,batch_01,日语蓝宝书_N2__part_01-13.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
974f76b8aa978995,N2,日语蓝宝书_N2,～ 上 / 上は / 上も,～ 上/上は/上も,名詞 + も,既然...就,表示既然事情已经到了前项这种情况，就必须采取后项态度或行动。,私（も）行きます。,我也去。,同类或相近表达请结合原书相似语法页复习。,条件/义务,batch_01,日语蓝宝书_N2__part_01-13.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
6fa9e76ee37420d7,N2,日语蓝宝书_N2,～ 末 ( に ) / 末の,～ 末(に)/末の,普通形 + の,经过...之后,表示经过长时间或复杂过程后得出某结果。,走る（の）が好きです。,我喜欢跑步。,同类或相近表达请结合原书相似语法页复习。,结果,batch_01,日语蓝宝书_N2__part_01-13.png,toc_or_heading,50,auto_enriched,,jp_grammar N2 日语蓝宝书_N2 batch_01 auto_enriched auto_completed
